event_id,company_group_id,department,department_record_id,pan,gstin,event_type,event_date,event_status,remarks
EVT-00656,CG-0070,Shops and Establishments,SHOPS-0070-1,CSXDJ1070V,29CSXDJ1070V1Z0,pollution_consent,2025-11-13,requires_officer_confirmation,Matched synthetic department event with identifier evidence.
EVT-00657,CG-0071,Factories,FACTORIES-0071-2,CTYEK1071W,29CTYEK1071W1Z1,renewal,2025-11-10,completed,Matched synthetic department event with identifier evidence.
EVT-00658,CG-0073,Shops and Establishments,SHOPS-0073-1,CVAGM1073Y,29CVAGM1073Y1Z3,closure_application,2025-11-07,submitted,Matched synthetic department event with identifier evidence.
EVT-00659,CG-0074,Labour,LABOUR-0074-3,CWBHN1074Z,29CWBHN1074Z1Z4,license_cancelled,2025-11-04,completed,Matched synthetic department event with identifier evidence.
EVT-00660,CG-0076,Shops and Establishments,SHOPS-0076-1,CYDJP1076B,29CYDJP1076B1Z6,renewal,2025-11-01,completed,Matched synthetic department event with identifier evidence.
EVT-00661,CG-0077,BWSSB,BWSSB-0077-3,,,renewal,2025-10-29,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00662,CG-0079,Factories,FACTORIES-0079-2,DBGMS1079E,29DBGMS1079E1Z9,pollution_consent,2025-10-26,completed,Matched synthetic department event with identifier evidence.
EVT-00663,CG-0080,KSPCB,KSPCB-0080-4,,29DCHNT1080F1Z0,inspection,2025-10-23,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00664,CG-0082,Factories,FACTORIES-0082-2,DEJPV1082H,29DEJPV1082H1Z2,closure_application,2025-10-20,submitted,Matched synthetic department event with identifier evidence.
EVT-00665,CG-0084,Shops and Establishments,SHOPS-0084-1,DGLRX1084J,,pollution_consent,2025-10-17,requires_officer_confirmation,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00666,CG-0085,Labour,LABOUR-0085-3,DHMSY1085K,29DHMSY1085K1Z5,license_update,2025-10-14,completed,Matched synthetic department event with identifier evidence.
EVT-00667,CG-0087,Shops and Establishments,SHOPS-0087-1,DJOUA1087M,29DJOUA1087M1Z7,closure_application,2025-10-11,submitted,Matched synthetic department event with identifier evidence.
EVT-00668,CG-0088,BWSSB,BWSSB-0088-3,DKPVB1088N,,closure_application,2025-10-08,submitted,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00669,CG-0090,Factories,FACTORIES-0090-2,,29DMRXD1090P1Z0,electricity_usage,2025-10-05,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00670,CG-0091,BESCOM,BESCOM-0091-3,,,compliance_filing,2025-10-02,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00671,CG-0093,Factories,FACTORIES-0093-2,DPUAG1093S,29DPUAG1093S1Z3,pollution_consent,2025-09-29,completed,Matched synthetic department event with identifier evidence.
EVT-00672,CG-0095,Shops and Establishments,SHOPS-0095-1,,29DRWCI1095U1Z5,electricity_usage,2025-09-26,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00673,CG-0096,Factories,FACTORIES-0096-2,,29DSXDJ1096V1Z6,closure_application,2025-09-23,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00674,CG-0098,Shops and Establishments,SHOPS-0098-1,BADPAN098,29DUZFL1098X1Z8,pollution_consent,2025-09-20,requires_officer_confirmation,Matched synthetic department event with identifier evidence.
EVT-00675,CG-0099,BWSSB,BWSSB-0099-3,,,pollution_consent,2025-09-17,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00676,CG-0101,Shops and Establishments,SHOPS-0101-1,BADPAN101,29DXCIO1101A1Z1,closure_application,2025-09-14,submitted,Matched synthetic department event with identifier evidence.
EVT-00677,CG-0102,Labour,LABOUR-0102-3,DYDJP1102B,,license_cancelled,2025-09-11,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00678,CG-0104,Factories,FACTORIES-0104-2,EAFLR1104D,,electricity_usage,2025-09-08,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00679,CG-0105,BESCOM,BESCOM-0105-4,,29EBGMS1105E1Z5,compliance_filing,2025-09-05,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00680,CG-0107,Factories,FACTORIES-0107-2,EDIOU1107G,29EDIOU1107G1Z7,pollution_consent,2025-09-02,completed,Matched synthetic department event with identifier evidence.
EVT-00681,CG-0109,Shops and Establishments,SHOPS-0109-1,,,electricity_usage,2025-08-30,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00682,CG-0110,Labour,LABOUR-0110-3,,29EGLRX1110J1Z0,water_usage,2025-08-27,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00683,CG-0112,Shops and Establishments,SHOPS-0112-1,,29BADGSTIN112XX,pollution_consent,2025-08-24,requires_officer_confirmation,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00684,CG-0113,Labour,LABOUR-0113-3,EJOUA1113M,29EJOUA1113M1Z3,license_update,2025-08-21,completed,Matched synthetic department event with identifier evidence.
EVT-00685,CG-0115,Factories,FACTORIES-0115-2,ELQWC1115O,29ELQWC1115O1Z5,compliance_filing,2025-08-18,completed,Matched synthetic department event with identifier evidence.
EVT-00686,CG-0116,Labour,LABOUR-0116-3,EMRXD1116P,29EMRXD1116P1Z6,license_cancelled,2025-08-15,completed,Matched synthetic department event with identifier evidence.
EVT-00687,CG-0118,Factories,FACTORIES-0118-2,,,electricity_usage,2025-08-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00688,CG-0120,Shops and Establishments,SHOPS-0120-1,,29EQVBH1120T1Z0,compliance_filing,2025-08-09,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00689,AMB-002,BWSSB,BWSSB-9002,,,compliance_filing,2025-08-06,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00690,AMB-007,BESCOM,BESCOM-9007,,,electricity_usage,2025-08-03,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00691,AMB-012,BWSSB,BWSSB-9012,,,electricity_usage,2025-07-31,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00692,AMB-017,BESCOM,BESCOM-9017,,,pollution_consent,2025-07-28,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00693,AMB-022,BWSSB,BWSSB-9022,,,pollution_consent,2025-07-25,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00694,AMB-027,BESCOM,BESCOM-9027,,,closure_application,2025-07-22,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00695,AMB-032,BWSSB,BWSSB-9032,,,closure_application,2025-07-19,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00696,CG-0001,Shops and Establishments,SHOPS-0001-1,ABGMS1001E,29ABGMS1001E1Z1,renewal,2025-07-16,completed,Matched synthetic department event with identifier evidence.
EVT-00697,CG-0002,Shops and Establishments,SHOPS-0002-1,ACHNT1002F,29ACHNT1002F1Z2,compliance_filing,2025-07-13,completed,Matched synthetic department event with identifier evidence.
EVT-00698,CG-0003,Shops and Establishments,SHOPS-0003-1,ADIOU1003G,29ADIOU1003G1Z3,inspection,2025-07-10,completed,Matched synthetic department event with identifier evidence.
EVT-00699,CG-0004,Shops and Establishments,SHOPS-0004-1,AEJPV1004H,,electricity_usage,2025-07-07,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00700,CG-0005,Shops and Establishments,SHOPS-0005-1,,29AFKQW1005I1Z5,water_usage,2025-07-04,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00701,CG-0006,Shops and Establishments,SHOPS-0006-1,AGLRX1006J,,pollution_consent,2025-07-01,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00702,CG-0007,Shops and Establishments,SHOPS-0007-1,AHMSY1007K,29AHMSY1007K1Z7,license_update,2025-06-28,completed,Matched synthetic department event with identifier evidence.
EVT-00703,CG-0008,Shops and Establishments,SHOPS-0008-1,,29AINTZ1008L1Z8,closure_application,2025-06-25,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00704,CG-0009,Shops and Establishments,SHOPS-0009-1,AJOUA1009M,29AJOUA1009M1Z9,license_cancelled,2025-06-22,completed,Matched synthetic department event with identifier evidence.
EVT-00705,CG-0010,Labour,LABOUR-0010-3,AKPVB1010N,29AKPVB1010N1Z0,renewal,2025-06-19,completed,Matched synthetic department event with identifier evidence.
EVT-00706,CG-0012,Shops and Establishments,SHOPS-0012-1,AMRXD1012P,,compliance_filing,2025-06-16,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00707,CG-0013,Labour,LABOUR-0013-3,ANSYE1013Q,29ANSYE1013Q1Z3,inspection,2025-06-13,completed,Matched synthetic department event with identifier evidence.
EVT-00708,CG-0015,Factories,FACTORIES-0015-2,APUAG1015S,29APUAG1015S1Z5,license_update,2025-06-10,completed,Matched synthetic department event with identifier evidence.
EVT-00709,CG-0016,Labour,LABOUR-0016-3,AQVBH1016T,,water_usage,2025-06-07,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00710,CG-0018,Factories,FACTORIES-0018-2,ASXDJ1018V,,license_cancelled,2025-06-04,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00711,CG-0020,Shops and Establishments,SHOPS-0020-1,AUZFL1020X,29AUZFL1020X1Z0,license_update,2025-06-01,completed,Matched synthetic department event with identifier evidence.
EVT-00712,CG-0021,Factories,FACTORIES-0021-2,AVAGM1021Y,29AVAGM1021Y1Z1,compliance_filing,2025-05-29,completed,Matched synthetic department event with identifier evidence.
EVT-00713,CG-0023,Shops and Establishments,SHOPS-0023-1,AXCIO1023A,29AXCIO1023A1Z3,license_cancelled,2025-05-26,completed,Matched synthetic department event with identifier evidence.
EVT-00714,CG-0024,Labour,LABOUR-0024-3,,,renewal,2025-05-23,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00715,CG-0026,Shops and Establishments,SHOPS-0026-1,BAFLR1026D,29BAFLR1026D1Z6,compliance_filing,2025-05-20,completed,Matched synthetic department event with identifier evidence.
EVT-00716,CG-0027,Labour,LABOUR-0027-3,BBGMS1027E,29BBGMS1027E1Z7,license_cancelled,2025-05-17,completed,Matched synthetic department event with identifier evidence.
EVT-00717,CG-0029,Factories,FACTORIES-0029-2,BDIOU1029G,29BDIOU1029G1Z9,license_update,2025-05-14,completed,Matched synthetic department event with identifier evidence.
EVT-00718,CG-0030,KSPCB,KSPCB-0030-4,,29BEJPV1030H1Z0,electricity_usage,2025-05-11,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00719,CG-0032,Factories,FACTORIES-0032-2,,29BGLRX1032J1Z2,license_cancelled,2025-05-08,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00720,CG-0034,Shops and Establishments,SHOPS-0034-1,BINTZ1034L,29BINTZ1034L1Z4,license_cancelled,2025-05-05,completed,Matched synthetic department event with identifier evidence.
EVT-00721,CG-0001,Local Body / Trade Licence,TRADE-0001-1,ABGMS1001E,29ABGMS1001E1Z1,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00722,CG-0001,Local Body / Trade Licence,TRADE-0001-1,ABGMS1001E,29ABGMS1001E1Z1,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00723,CG-0002,Local Body / Trade Licence,TRADE-0002-1,ACHNT1002F,29ACHNT1002F1Z2,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00724,CG-0002,Local Body / Trade Licence,TRADE-0002-1,ACHNT1002F,29ACHNT1002F1Z2,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00725,CG-0003,Local Body / Trade Licence,TRADE-0003-1,ADIOU1003G,29ADIOU1003G1Z3,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00726,CG-0003,Local Body / Trade Licence,TRADE-0003-1,ADIOU1003G,29ADIOU1003G1Z3,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00727,CG-0004,Local Body / Trade Licence,TRADE-0004-1,AEJPV1004H,29AEJPV1004H1Z4,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00728,CG-0004,Local Body / Trade Licence,TRADE-0004-1,AEJPV1004H,29AEJPV1004H1Z4,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00729,CG-0005,Local Body / Trade Licence,TRADE-0005-1,AFKQW1005I,29AFKQW1005I1Z5,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00730,CG-0005,Local Body / Trade Licence,TRADE-0005-1,AFKQW1005I,29AFKQW1005I1Z5,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00731,CG-0006,Local Body / Trade Licence,TRADE-0006-1,AGLRX1006J,,trade_license_renewal,2026-04-22,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00732,CG-0006,Local Body / Trade Licence,TRADE-0006-1,AGLRX1006J,,inspection,2025-12-15,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00733,CG-0007,Local Body / Trade Licence,TRADE-0007-1,AHMSY1007K,29AHMSY1007K1Z7,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00734,CG-0007,Local Body / Trade Licence,TRADE-0007-1,AHMSY1007K,29AHMSY1007K1Z7,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00735,CG-0008,Local Body / Trade Licence,TRADE-0008-1,,29AINTZ1008L1Z8,trade_license_renewal,2026-04-22,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00736,CG-0008,Local Body / Trade Licence,TRADE-0008-1,,29AINTZ1008L1Z8,inspection,2025-12-15,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00737,CG-0009,Local Body / Trade Licence,TRADE-0009-1,AJOUA1009M,29AJOUA1009M1Z9,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00738,CG-0009,Local Body / Trade Licence,TRADE-0009-1,AJOUA1009M,29AJOUA1009M1Z9,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00739,CG-0010,Local Body / Trade Licence,TRADE-0010-1,AKPVB1010N,29AKPVB1010N1Z0,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00740,CG-0010,Local Body / Trade Licence,TRADE-0010-1,AKPVB1010N,29AKPVB1010N1Z0,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00741,CG-0011,Local Body / Trade Licence,TRADE-0011-1,ALQWC1011O,29ALQWC1011O1Z1,trade_license_renewal,2026-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00742,CG-0011,Local Body / Trade Licence,TRADE-0011-1,ALQWC1011O,29ALQWC1011O1Z1,inspection,2025-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00743,CG-0012,Local Body / Trade Licence,TRADE-0012-1,AMRXD1012P,,trade_license_renewal,2026-04-22,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00744,CG-0012,Local Body / Trade Licence,TRADE-0012-1,AMRXD1012P,,inspection,2025-12-15,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00745,UNMATCHED-001,BESCOM,BESCOM-U-PEENYA-027,,,electricity_usage,2026-04-29,pending_review,No strong identifier in source activity event; reviewer must decide possible UBID linkage.
EVT-00746,UNMATCHED-002,BWSSB,BWSSB-U-WFD-014,,,water_usage,2026-04-22,pending_review,No strong identifier in source activity event; reviewer must decide possible UBID linkage.
EVT-00747,UNMATCHED-003,KSPCB,KSPCB-U-MYS-091,,,inspection,2026-04-18,pending_review,No strong identifier in source activity event; reviewer must decide possible UBID linkage.
EVT-00748,UNMATCHED-004,Local Body / Trade Licence,TRADE-U-HBL-044,,,trade_license_renewal,2026-04-10,pending_review,No strong identifier in source activity event; reviewer must decide possible UBID linkage.
EVT-00749,UNMATCHED-005,BESCOM,BESCOM-U-KLR-105,,,low_utility_consumption,2026-03-31,pending_review,No strong identifier in source activity event; reviewer must decide possible UBID linkage.
EVT-00750,UNMATCHED-006,Labour,LABOUR-U-TMK-018,,,compliance_filing,2026-03-15,pending_review,No strong identifier in source activity event; reviewer must decide possible UBID linkage.
